1684224219234873000, 50, 50, 50.00554846155664, 50.01702000002164, 27, 5
1684227385198727000, 50, 50, 49.938064750008024, 49.98767749999334, 19, 3
1684227620956795000, 60, 60, 49.93945512201085, 49.99506999996672, 63, 14
1684229258816822000, 50, 50, 50.01637509896146, 50.02542749991346, 4, 39
1684230035493770000, 100, 100, 50.01632629263127, 50.02542749920619, 39, 337
1684230812553344000, 100, 200, 50.016438242114546, 50.02542749919454, 36, 351
1684231589490571000, 200, 200, 50.01643824229316, 50.02542749966883, 0, 102
1684232366350492000, 400, 400, 50.01645376660888, 50.02542749681478, 200, 1407
1684233143863254000, 600, 500, 50.01643823953957, 50.02542749480447, 238, 2240
1684233921076557000, 800, 800, 50.01625582509373, 50.02542749997004, 1, 6
1684321557473104000, 3, 200, 50.016438242574196, 50.0254275, , 
1684322363326202000, 100, 100, 50.03430943086006, 50.0684375, , 
1684324312567381000, 100, 200, 50.01638858341474, 50.025427499359296, 0, 297
1684325093272641000, 200, 200, 50.01632629254871, 50.02542749907139, 27, 394
1684325874365143000, 400, 400, 50.01376183816943, 50.02317499993344, 0, 16
1684326655499553000, 600, 500, 50.012347857054905, 50.02317499988517, 0, 36
1684330004277422000, 800, 800, 50.03638085741346, 50.04768249994508, 0, 28
1684344475116304000, 1, 1, 50.00182162499867, 50.00631999999834, 1, 0
1684344604222717000, 2, 2, 50.001847380953016, 50.00632, 1, 0
1684344733566965000, 3, 3, 50.00184738095159, 50.00632, , 
1684344864337845000, 200, 200, 50.00184738094874, 50.00631999999834, 1, 0
1684344994355265000, 400, 400, 50.00223571428145, 50.0064675, 0, 4
1684345125236716000, 600, 500, 50.00203761904295, 50.006357499996675, 0, 1
1684345255513244000, 800, 800, , , 0, 5
1684345360699413000, 1000, 1000, , , , 
